Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
user partai korupsi sapigoblog,1,1,0,1,0,0,0,0,1,0,1,0
signal kntl pemeliharaan apalagi niat login twitter doank susah amat open redtube cetan user,1,1,0,1,0,0,0,1,0,0,1,0
user user matane wkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
user jadi inget fesbuk lupa,0,1,0,0,0,0,0,0,0,0,0,0
user kalo aing bakal bilang hilih kntl,0,1,0,0,0,0,0,0,0,0,0,0
nikita mirzani udah pake hijab masih ngomong cebang udah pernah fantasiin belom cokorers,1,1,1,0,0,0,0,0,1,1,0,0
user tatapannya dialihkan arah lain enggan menatap pria mencurigakan lagipula siapa yang pertama kali membuat gaduh suasana jika angie tidak menemukan seorang pria yang tidur sofanya kejadian seperti tidak akan terjadi,0,0,0,0,0,0,0,0,0,0,0,0
lahir berkembangnya gerakan indonesia tidak dapat dipisahkan dari sebuah organisasi bernama isdv,0,0,0,0,0,0,0,0,0,0,0,0
shaheizy wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
terserah balasnya kembali fokus kepada kerjaan kita kami mengerjakan tugas project seni budaya hanya dalam hari setelahnya langsung dikumpul bersyukur nilainya memuaskan setelah kejadian project kami makin,0,0,0,0,0,0,0,0,0,0,0,0
bakalan,0,0,0,0,0,0,0,0,0,0,0,0
kelakuan user masuk kategori perbuatan tidak user sangat menganggu persatuan naif user secara tidak langsung bentuk intimidasi user,1,1,1,0,0,0,0,0,1,1,0,0
turun pemukiman warga cibadak sukabumi,0,0,0,0,0,0,0,0,0,0,0,0
user kotor masalah yang penting bahagia warganya mana ngerti,1,1,0,1,0,0,0,0,1,0,1,0
giveaway meja tapi nanti yang menang cuma therichchenle,0,0,0,0,0,0,0,0,0,0,0,0
user sudah kebuka satu demi satu kebusukab kubu anies sandi menang dengan tanpa berkah prabowo berusaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0
user user wkwkwkwk bodo bang,0,1,0,0,0,0,0,0,0,0,0,0
user user bikan kaya orang begobro tapimemangbego,1,1,1,0,0,0,0,0,1,1,0,0
klhk upayakan pemerataan ekonomi melalui tora kawasan hutan perhutanan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
user user mahfud sudah berpaling dari allah pemberang demi bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0,0,0,1
user user orang kebanyakan minum makan kotoran otak somplak,1,1,1,0,0,0,0,0,1,1,0,0
yang terkuak semuanya sudah jelas sejak awal memang strategi kampanye kami pemenangan anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
warga baduy setelah selesai memperingati tradisi seba pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari sabtu sebabaduy,0,0,0,0,0,0,0,0,0,0,0,0
lembaga antikorupsi masa lalu bubar sentuh kekuasaan giliran kenapa pdip partai politik penguasa ngotot ingin bubarkan,1,0,0,1,0,0,0,0,1,0,1,0
user user user justru mnyudutkan salah satu agama trtentu malah bahayaitulah rocky cerdik bisa nyusun kalimat tepat amppantas dgunakaninti dari kasih pngertian fiksi,0,0,0,0,0,0,0,0,0,0,0,0
para pendukung capres gagal move salalu sibuk urus aseng bawa kabur uang tapi ngak sadar kenapa aseng bisa kabur bawa uang sebanyak tanpa didukung pribumi mustahil aseng bisa pribumi hanya diam kalau disogok mental kacung emang,1,1,0,1,0,1,0,0,0,0,1,0
user user user rabun budekngue nulis,1,1,1,0,0,0,1,0,0,1,0,0
bismillah nahan sepo yang,0,1,0,0,0,0,0,0,0,0,0,0
user brahahahaaa ngahok user cebok xfxfxx user,1,1,1,0,0,0,0,0,1,1,0,0
apdet status bikin tugas kelar sekali mbut,0,1,0,0,0,0,0,0,0,0,0,0
user user walaupun anda muslim sebagai pejabat negara anda harus bertindak demi bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
ikan sudah sembuh dari sakitnya masih terselamatan bagus laik jual harus dipisah atau diseleksi dari ikan permanen untuk pemeliharaan lebih lanjut user user user,0,0,0,0,0,0,0,0,0,0,0,0
artinya pribumi sadari lihat siapa mereka kecuali kalian samasama cina misionaris abaikan tweet usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
presiden yang anda tuduh anti islam sudah banyak berbuat untuk negeri sudah bnyak berbuat untuk umat,1,0,1,0,0,0,0,0,1,1,0,0
user user manusia bangsad,1,1,1,0,0,0,0,0,1,1,0,0
user ingat jangan sampe cina mengenalkan wisata haram indonesia hahaha,1,0,0,1,0,1,0,0,0,0,1,0
user nanya mana prabowo saja asoy dianggap prabowo hidupmu pasti lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
persahabatan salahlovren jadi bukti bahwa beda suku agama bukanlah halangan membina hubungan sesama umat manusia perbedaan justru menjadi warna tersendiri menjalin pertemanan terima kasih lovrensalah favourites,0,0,0,0,0,0,0,0,0,0,0,0
user user user sama laemeskipun turun menurun ideologi sllu melekat jiwa mreka,0,0,0,0,0,0,0,0,0,0,0,0
user user saya juga sebel kalo ngeroko sambil naik motor yakan kadang engap kalo ditutup terus apalagi macetxexxa,0,0,0,0,0,0,0,0,0,0,0,0
user user udah minta maaf user bronnenak rasan merekasebar hoax minta maafsebar hoax lagi minta maaf laginnmesti sapu dulu user biar jera orang,1,1,1,0,0,0,0,0,1,1,0,0
hello warga jakarta wakil kepala dpmptsp provinsi jakarta bapak denny wahyu haryanto mewakili wakil gubernur provinsi jakarta membuka acara junior chamber international indonesia national event,0,0,0,0,0,0,0,0,0,0,0,0
selain perkuat jaringan gubernur user juga menekankan perlunya menguasai state knowledge serta bahasa selama merantau luar indonesia user,0,0,0,0,0,0,0,0,0,0,0,0
pandangan terhadap agama politik,0,0,0,0,0,0,0,0,0,0,0,0
user provider brengsek,1,1,0,1,0,0,0,0,1,0,1,0
susilo bambang yudhoyono presiden meminta khofifah emil untuk dekat dengan masyarakat bisa baguss,0,0,0,0,0,0,0,0,0,0,0,0
user user user yang orang yang ganti presiden siapa mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
user cewek bandung croot dalam full,0,1,0,0,0,0,0,0,0,0,0,0
user complain ditanggepi fuck,1,1,0,1,0,0,0,0,1,0,1,0
kamu kaya maunya dijemput pake mobil,1,1,1,0,0,0,0,1,0,1,0,0
lihat tante,0,1,0,0,0,0,0,0,0,0,0,0
sementara user kerjanya musuhi dakwah islam bubarkan rakyat berhak lengserkan jokowok tukang pencitraan,1,0,1,0,1,0,0,0,0,0,0,1
user user user user katanya saling melengkapi orang buktinya kamu juga gimana,1,1,1,0,0,0,0,0,1,1,0,0
kata salah seorang khalifah rasyidin xexxckami dahulu memerangi orang bersama merekaxexxd xexxckalau begitu mereka orangorang munafikxexxd xexxctidak juga sebab orang muna,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user user user user user user user user user doyan jadi maklumin,0,1,0,0,0,0,0,0,0,0,0,0
user ndelok match terkhir celsi kudune menang mudah emyu tapi embuh celsi raiso diprediksi xfxfxx,1,1,0,1,0,0,0,0,1,0,1,0
user yakali suruh urusin plastik xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
user user itulah khawatirkan dari manuver politik kebijakan dilakukan oleh semoga tersebut tidak akan pernah terjadi nkri tercinta aamiin,0,0,0,0,0,0,0,0,0,0,0,0
permadi arya melaporkan rocky gerung polisi serius kitab suci fiksi kata rocky pernyataan salah anda merasa terhina wait bukankah biasa penganut agama menganggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
user tengik memang,0,1,0,0,0,0,0,0,0,0,0,0
pake buruh cina rakyat sendiri bnyak kodok,1,1,1,0,0,1,0,0,0,1,0,0
user user user user user user user user user user user user user user user user user user user user,1,1,0,1,0,0,0,0,1,0,1,0
haneul pada cute padahal rlnya perekyang retweet,0,1,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user user user bilangnya anti asengnda taunya wkwkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
user suriah sekolah radikal rakit bomplg indonesia jadi tempat pklya amankan,0,0,0,0,0,0,0,0,0,0,0,0
user karena kadang hidup emang kayak malah kadang yang orang lain tapi yang harus beresin tainya tangan yxexxa,0,1,0,0,0,0,0,0,0,0,0,0
user selotipan xfxfxx,1,1,1,0,0,0,0,1,0,1,0,0
user user user user user user user haha kalah jahat pasti kalah,1,0,1,0,0,0,0,0,1,1,0,0
gusipulputi ganjaryasin djarotsihar hasananton kosterace nurdinsudirman karolingidot user keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot hadapan peserta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
user user cinta orba pasti meng idola prabowo hary tanoe,1,0,1,0,0,0,0,0,1,1,0,0
nantang buka dadalah nyebut setanlah emang sudah pada habis kamus ngelawan kenegarawanan joko widodo presiden pada makin stresssssss hati kena stoke atau serangan jantung nanti rakyat indonesia kehilangan badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
user user user user belah duren yaaaangak dunguya,1,1,1,0,0,0,0,0,1,1,0,0
orangorang yahudi nasrani yang telah kami beri kitab taurat injil mengenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
bubarkan,1,0,0,1,1,0,0,0,0,0,0,1
ahok memang verbalnya keras pelampiasan pelarian karena kelelakiannya lunak,1,0,1,0,0,0,0,1,0,1,0,0
user sekedar share juga temen kantor kalo pelanggan bercadar langsung bilang awas hanya menghela nafas xfxfxxaf,0,0,0,0,0,0,0,0,0,0,0,0
user pngen nusuk gaybrondong massageboy gayjakarta gayjogja,0,1,0,0,0,0,0,0,0,0,0,0
user diancam untuk dibunuh presiden republik indonesia trus mesti lapor dulu apakah penegak hukum bisa bertindak jika ancaman pembunuhan kepada kepala negaranya,0,0,0,0,0,0,0,0,0,0,0,0
user kayak orang nyosor minta,0,1,0,0,0,0,0,0,0,0,0,0
user,0,1,0,0,0,0,0,0,0,0,0,0
user jebur bloon bukan cebur,0,1,0,0,0,0,0,0,0,0,0,0
ultah balai kota ngomong nyapres balai kota ganti namanya balai politik,0,0,0,0,0,0,0,0,0,0,0,0
user perlu melanjutkan rencana user untuk menyeret user pengadilan,1,0,1,0,0,0,0,0,1,1,0,0
user kebijakan pengembalian barang konsumen dilakukan apabila barang tersebut rusak produksi atau konsumen merasa kurang puas produk tersebut terhitung selama hari dari tanggal hauzidnyuk ikutannuser,0,0,0,0,0,0,0,0,0,0,0,0
kisah hidup muhammad yang lebih lengkap dapat didownload sini,0,0,0,0,0,0,0,0,0,0,0,0
penjajahan atas bumi indonesia harus hapus penjajahan ekonomi budaya hasil bumi oleh cina harus kita basmi demi nkri usir,1,0,0,1,0,1,0,0,0,0,0,1
user user user user user user pipis tercecer mari pantes pesing,0,1,0,0,0,0,0,0,0,0,0,0
user user kalo kejadian disini mungkin juga kalian triak paling lantang pmrth aseng duluan ditawari bantuan bikin posko intinya malah ngomporin keluarga korban pmrth bilang hari kelamaan harusnya,0,0,0,0,0,0,0,0,0,0,0,0
user user mari berjuangsampai jokowi dilanti kembali njangan gentar njangan takut nwalau mata benang leher walau ujung tombak porut nntidak akan surut langkah kitantidak akan suara kitantidak akan,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user kaya,0,1,0,0,0,0,0,0,0,0,0,0
survei metro jokowi menang dari presiden baru etapi cara ngitungnya gimana bisa ngalahin jangan salah judul maksudnya jokowi masih menangis sumber bajrie,1,0,1,0,0,0,0,0,1,1,0,0
user user user user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0,0,0,0,0,0,0,0
cuba anime karakai jozu takagisan kalau rasa feeling feeling cinta zaman sekolahmemang throwback habes,0,0,0,0,0,0,0,0,0,0,0,0
serunya pesta budaya erau kutai kartanegara,0,0,0,0,0,0,0,0,0,0,0,0
user yang contactnya retweet sekarang yanbanyak banget kenalan tante jilboob sangenini namanya tante oxexxa,0,1,0,0,0,0,0,0,0,0,0,0
debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling ciamik setiap orang punya kekuatan kelemahan bukan hanya soal dirinya egosentris namanya lebih pada soal kekuatan menahan,0,0,0,0,0,0,0,0,0,0,0,0
duduki istana negara sekalian lengserkan jokowi salamtahun user,1,0,1,0,0,0,0,0,1,0,0,1
user hebatnya user sibuk pencitraan user user user user baca,1,0,1,0,0,0,0,0,1,1,0,0
user bagi anda mungkin tapi bagi kami muslim sangat menghinakan kami betina menista syariat kami,1,1,1,0,1,0,0,0,0,1,0,0
user baby budha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
indonesia blom merdeka indonesia masih dijajah oleh orang cina,1,0,0,1,0,1,0,0,0,0,1,0
memang benar kata pengamat politik hantayudha kalau paslon tidak khanz jateng jatenggayeng tetapjokowi,0,0,0,0,0,0,0,0,0,0,0,0
user user jongos penista agama ahok ngong saramajikan penebar sara astagfirllah tobat,1,1,1,0,0,0,0,0,1,1,0,0
user user user user boleh saya follow juga saya katolik ikut akun prof user menambah wawasan kasih,0,0,0,0,0,0,0,0,0,0,0,0
user kapan cabul user balik pengecut,1,1,1,0,0,0,0,1,0,1,0,0
menurut wibisono pencitraan jokowi telah disebarkan media massa sehingga terkesan jokowi berhasil,1,0,1,0,0,0,0,0,1,1,0,0
user user user adian gaya kaya beruk gini supir tembak metromini masuk dprnkampungan,1,1,1,0,0,0,0,0,1,1,0,0
user user terlalu mainstream mengaartikan pintar pintar relatif tergantung dibawa kemana pengertiannya anda pintar pinter komen ajah pinter mangkrakin janji doang somaking,1,0,1,0,0,0,0,0,1,1,0,0
user emang dongo,0,1,0,0,0,0,0,0,0,0,0,0
user user masak samain smaa,0,0,0,0,0,0,0,0,0,0,0,0
user user user user terpukaukaukau gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
aspirasi lina dari sumedang kepada calon gubernur jabar berantas pelakor yang meresahkan kehidupan warga desa,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user yaaelah chat urusin keliatan mesum anggotadpr mingkem nyata selingkuh kalian pura nyampe otaknya,1,1,0,1,0,0,1,1,0,0,1,0
user yang saya katakan sejak dulu lagi kita takut cina atau parti tapi kita bimbang fahaman yang dibawa oleh mereka,0,0,0,0,0,0,0,0,0,0,0,0
cermin pecah saat dirinya berkaca,0,0,0,0,0,0,0,0,0,0,0,0
user lansung partainyanga berani berarti,1,1,1,0,0,0,0,1,0,1,0,0
awwww comel ikut warna,0,0,0,0,0,0,0,0,0,0,0,0
islam menjadikan manusia yang idealis namun tetap realistis mempersiapkan kehidupan masa kini namun lupa masa depan diajak bekerja keras diajak pula beristirahat,0,0,0,0,0,0,0,0,0,0,0,0
user kristus jiamput telek pejuh siwuk kotang siwuk telek pejuh siwuk kotang siwuk telek pejuh siwuk kotang siwuk telek pejuh siwuk kotang siwuk telek pejuh siwuk,1,1,0,1,1,0,1,1,0,0,1,0
user agama katholik ngak menyebut khatolik nusantara agama kristen protestan ngak menyebut kristen protestan nusantara agama hindu ngak menyebut hindu nusantara agama budha ngak menyebut budha nusantara,0,0,0,0,0,0,0,0,0,0,0,0
karena berbasis teknologi digital presiden juga minta sistem betulbetul jalan langsung bisa digunakan ramah bagi pengguna ratas,0,0,0,0,0,0,0,0,0,0,0,0
user user ahhh perasaanmu saja menghibur diri mana bahagia presiden punya punya punya cuma germo,1,1,1,0,0,0,0,0,1,1,0,0
kami lebih resah anda presiden hidup anda penuh drama pencitraan main joko judulnya,1,0,1,0,0,0,0,0,1,1,0,0
agama darah bnasal fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
budha bunuh muslim myanmar,1,0,0,1,1,0,0,0,0,0,1,0
user jahudi bangke minta sama jerman sana tempat ibadah,1,1,0,1,1,1,0,0,0,0,1,0
rakyat setya novanto keluar dari bukan pecat dari ketua percuma saya pecat masih,1,0,1,0,0,0,0,0,1,1,0,0
user user user user cina,0,0,0,0,0,0,0,0,0,0,0,0
user hoax kodok biawak meroket sekop karbitan gantipresiden presidenbaru,1,1,0,1,0,1,0,0,0,0,1,0
pada ribut blabla mungkin emoh baca baca kalo punya niat agitasi nyerang pemerintah pake cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0
presiden jokowi berharap skema kerja sama juga dapat dilakukan dalam lainnya,0,0,0,0,0,0,0,0,0,0,0,0
pemilu langsung biar milih presiden capres biar kucing karung mgkn bisa bikin mekanisme baru lebih misal capres ditentukan dari gubernur berprestasi boleh maju capres hanya gubernur,0,0,0,0,0,0,0,0,0,0,0,0
user vital gimanaudah dari kapan inter punya kanan bisa pembeda terakhir maicon dambrosio juga baru setelah kedatangan cancelo kesimpulannya ausilio xfxfxxxf,1,1,1,0,0,0,0,0,1,1,0,0
user namanya agama,1,1,1,0,1,0,0,0,0,1,0,0
contoh lain meski banyak tudingan dugaan korupsi tapi pernah dorong kejaksaan usut apalagi himbau usut dugaan korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0
saya mencium,0,1,0,0,0,0,0,0,0,0,0,0
berhenti jadi konsumen wisata haji umoh menipu jadilah podusen wisata jiarah indonesia,1,0,0,1,1,0,0,0,0,0,1,0
pemburu nazi simon wiesenthal memegang fotofoto yang menggambarkan mantan kepala gestapo walter rauff sebuah kamar bergerak yang dibuatnya untuk mengeksekusi orangorang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
user user cacimaki penista agama tapi ternyata ketauan poligami ngumpet digituin saya ogah,1,0,1,0,0,0,0,0,1,1,0,0
user bubarin nkri harga mati,1,0,0,1,0,0,0,0,1,0,0,1
user ingat baikbaik kata royson jokowi kacung guannitulah mungkin alasan fundamentalnya kenapa justru seperti sengaja masuk dalam debt trap cinannso menjadi wajib untuk gantipresiden,1,1,1,0,0,1,0,0,0,1,0,0
user user wkwkwkwk pepet ujin,0,1,0,0,0,0,0,0,0,0,0,0
gubernur jaman anti hoax bukan nyebar yang tidak pasti ganjaryasin,0,0,0,0,0,0,0,0,0,0,0,0
azan manggil allah biadab harus dihentikan acara catut nama tuhan tidak boleh dilanjutkan,1,1,0,1,1,0,0,0,0,0,0,1
user user user user semua terdapat pada kelakuan,1,1,0,1,0,0,0,0,1,0,1,0
baju macam yahudi betopi siap geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk ahli syurga siap betol place mohon direjam,0,0,0,0,0,0,0,0,0,0,0,0
user akan marah cuma auto blacklist dari kehidupan guennsampah gunanya kalo didaur ulang,0,0,0,0,0,0,0,0,0,0,0,0
user user rasanyaa bekas,0,1,0,0,0,0,0,0,0,0,0,0
user user makin kepanasan jadi makin ngawur xfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
amin smoga kalian bertiga bisa menampilkan yang terbaik menyumbangan medali buat sumsel,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0,0,0,0,0,0,0,0
gusipulputi ganjaryasin djarotsihar hasananton kosterace nurdinsudirman karolingidot user keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot hadapan peserta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
sudah jangan terlalu banyak membingkai cukup menjadikannya pelajaran saja agar hidup kita semakin baik pada masa yang akan datang,0,0,0,0,0,0,0,0,0,0,0,0
user yang masi newbie menangis saja liatnya yampun kartu masi dikit,0,1,0,0,0,0,0,0,0,0,0,0
nahklo alias partai korupsi indonesia perlu diganyang juga,1,0,0,1,0,0,0,0,1,0,1,0
perempuan kaya mending mati jelek gausa jadi make artist,1,1,1,0,0,0,1,0,0,1,0,0
dijual lagi kaya,0,1,0,0,0,0,0,0,0,0,0,0
user user yang bijak cuma petugas jajaran doang para penumpang cuma followers doang xexxbxefxbxf nyuruh orng mengerti sendirinya mengerti kebutuhan banyak orng bangke,0,1,0,0,0,0,0,0,0,0,0,0
user kyknya sambung trus pake accessoris,0,1,0,0,0,0,0,0,0,0,0,0
user mata kecil skrg malah engga aneh pisan,0,0,0,0,0,0,0,0,0,0,0,0
ingt buat gigih kira,0,1,0,0,0,0,0,0,0,0,0,0
mewaspadai cina yang indonesia,1,0,0,1,0,1,0,0,0,0,1,0
user heeee,1,1,1,0,0,0,0,1,0,1,0,0
user ganteng perlu dikasihani karena mencintainya asik asik,0,1,0,0,0,0,0,0,0,0,0,0
dekalarasi pilkada aman anti hoax toga jemirahan jabon,0,0,0,0,0,0,0,0,0,0,0,0
setiausaha agung datuk takiyuddin hassan sahkan pihak cuba pinda perlembagaan parti seperti yang dikatakan presiden parti sebelum,0,0,0,0,0,0,0,0,0,0,0,0
user user emangnya,0,1,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user sastra karl mark pentolan rusia,0,0,0,0,0,0,0,0,0,0,0,0
user otak mereka kayaknya bener bener bool mess trus tiap harinua makan jadinya,0,1,0,0,0,0,0,0,0,0,0,0
user user ganti kacung gitu kalo ditanya,1,1,0,1,0,0,0,0,1,0,1,0
cina melarang,1,0,0,1,0,1,0,0,0,0,1,0
anda hebat bicara cinta masih pegang quran sbagai pegangan hidup quran bicara cinta tapi perang bunuh penggal,1,0,0,1,1,0,0,0,0,0,1,0
user kelamaan jomblo nanti,0,1,0,0,0,0,0,0,0,0,0,0
perjaka jual nsok booking tante njir,1,1,1,0,0,0,1,1,0,1,0,0
user pilih ulama dekat,1,1,1,0,1,0,0,0,0,1,0,0
buat ngejaga kebersihan lingkungan orang belum pada melek sama kewajibannya asal buang ngomong petugas kebersihannya,0,0,0,0,0,0,0,0,0,0,0,0
sejuk ofis kulit,0,0,0,0,0,0,0,0,0,0,0,0
user camtu biasalah kena seimbang baik nakal kucing abang lainlain darkside brightside chill sosial kalai takde pelengkap kahkahkah bang selamat maju jaya terjawab persoalan saya terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
segala permasalahan saat hanya satu solusi gantipresiden jika berdampak kita telah mengobati mencegah penyakit bertambah parah,1,0,1,0,0,0,0,0,1,1,0,0
user gampang buka buka browser ketik budaya palembang silahkan menikmati pembelajaran denngan gratis,0,0,0,0,0,0,0,0,0,0,0,0
user user segerombolan ngaku membela umat tapi semata demi kepentinga politik praktistgb jauh lebih demokratis mementingkan umat berpikiran modernsalut untukmu,0,0,0,0,0,0,0,0,0,0,0,0
user mending kampung,1,1,1,0,0,0,0,0,1,1,0,0
user goyangan jilboob mantap bener hyper nntadi sambil squirt belum nonton live besok doixexxa,0,1,0,0,0,0,0,0,0,0,0,0
islam indonesia adalah islam nusantara islam yang sudah modifikasi sedemikian rupa supaya masuk dengan budaya indonesia yang beragam islam nusantara adalah islam yang toleran,0,0,0,0,0,0,0,0,0,0,0,0
presiden aspek indonesia mbak user kami tidak anti investasi tapi apabila berubah jadi invasi sudah kewajiban kita sebagai warga negara melawannya,0,0,0,0,0,0,0,0,0,0,0,0
kanit binmas ipda hutasoit melaks sambang menyampaikan pesan kamtibmas pilgub pilkada karyawan ranting muara damenra sihite desa hutanagodang muara utara,0,0,0,0,0,0,0,0,0,0,0,0
